"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"362","rayyan-902925034","Duchenne muscular dystrophy in one of monozygotic twin girls",1986,NA,NA,"Journal of Medical Genetics","0022-2593",23,6,"494-500","Burn, J. and Povey, S. and Boyd, Y. and Munro, E. A. and West, L. and Harper, K. and Thomas, D.","https://www.embase.com/search/results?subaction=viewrecord&id=L17215503&from=exporthttp://dx.doi.org/10.1136/jmg.23.6.494",NA,NA,NA,"Monozygotic twin girls are reported, one of whom has the typical clinical features of Duchenne muscular dystrophy despite a normal female karyotype. Although certain features of the biopsy were atypical, the clinical diagnosis was supported by persistent markedly raised blood creatine kinase levels and findings typical of DMD on electromyography and magnetic resonance spectroscopy. Analysis of X linked DNA polymorphism in 16 independent somatic cell hybrids made between cells derived from each girl and a mouse line suggest that in one twin only the maternal X chromosome is active, whereas in the other the active X was paternally derived. More data are needed to exclude sampling error. These preliminary experimental results support the hypothesis that both girls are heterozygous for Duchenne muscular dystrophy. X inactivation, by chance, resulted in two contrasting cell masses with different active X chromosomes. This segregation was followed by, and may even have resulted in, twinning into a female pair, one normal and one with the full clinical features of the disease.","L17215503 1987-02-25","10.1136/jmg.23.6.494","case report;child;chromosome inactivation;congenital disorder;creatine kinase blood level;cytology;diagnosis;Duchenne muscular dystrophy;electromyography;etiology;genetic engineering;heredity;histology;human;monozygotic twins;muscle;restriction fragment length polymorphism;sex difference;X chromosome;Muscular Dystrophies;Muscular Dystrophy, Duchenne;Twins",NA,NA
"363","rayyan-902925035","Dosage Compensation in Drosophila",1994,NA,NA,"Annual Review of Genetics","0066-4197 J9 - ANNU REV GENET",28,NA,"491-521","Baker, B. S. and Gorman, M. and Marin, I.","",NA,NA,NA,"","Times Cited in Web of Science Core Collection: 163 Total Times Cited: 165 Cited Reference Count: 144","10.1146/annurev.ge.28.120194.002423","x chromosome;transcriptional regulation;male-specific lethal genes;histone acetylation;sexual differentiation;sex-specific lethals;x-chromosome inactivation;segmentation gene runt;rna-dependent atpase;silent mating loci;lsp1-alpha gene;protein gene;maleless protein;linked enzyme;white locus",NA,NA
"364","rayyan-902925036","Sex specific X chromosome expression caused by genomic imprinting",1999,NA,NA,"Journal of Theoretical Biology","0022-5193",197,4,"487-495","Iwasa, Y. and Pomiankowski, A.","https://www.embase.com/search/results?subaction=viewrecord&id=L29187181&from=exporthttp://dx.doi.org/10.1006/jtbi.1998.0888",NA,NA,NA,"The conflict theory of genomic imprinting predicts that imprinted genes are growth enhancing when paternally expressed and growth suppressing when maternally expressed. The expression pattern of autosomal imprinted genes generally fits these predictions. However, the conflict theory cannot easily account for the pattern of X-linked imprinting in humans and mice. This has led us to propose a novel hypothesis that X-linked imprinting has evolved to control sex specific gene expression in early embryos. The hypothesis links paternal X-imprinting (i.e. paternal copy silencing) to random X-inactivation and the retention of Y-linked copies, and links maternal X-imprinting to escape from random X-inactivation and the loss of Y-linked copies. The hypothesis offers a good explanation of the existing data on X-imprinted genes.","L29187181 1999-05-02","10.1006/jtbi.1998.0888","article;gene expression;genome imprinting;priority journal;sex difference;X chromosome;X chromosome inactivation;Y chromosome;X Chromosome;Genomics;Genome",NA,NA
"365","rayyan-902925037","Nonsense variants in STAG2 result in distinct sex-dependent phenotypes",2019,5,NA,"J Hum Genet","1434-5161",64,5,"487-492","Aoi, H. and Lei, M. and Mizuguchi, T. and Nishioka, N. and Goto, T. and Miyama, S. and Suzuki, T. and Iwama, K. and Uchiyama, Y. and Mitsuhashi, S. and Itakura, A. and Takeda, S. and Matsumoto, N.","",NA,NA,NA,"We herein report two individuals with novel nonsense mutations in STAG2 on Xq25, encoding stromal antigen 2, a component of the cohesion complex. A male fetus (Case 1) clinically presented with holoprosencephaly, cleft palate and lip, blepharophimosis, nasal bone absence, and hypolastic left heart by ultrasonography at 15 gestational weeks. Another female patient (Case 2) showed a distinct phenotype with white matter hypoplasia, cleft palate, developmental delay (DD), and intellectual disability (ID) at 7 years. Whole-exome sequencing identified de novo nonsense mutations in STAG2: c.3097C>T, p.(Arg1033*) in Case 1 and c.2229G>A, p.(Trp743*) in Case 2. X-inactivation was highly skewed in Case 2. To date, only 10 STAG2 pathogenic variants (four nonsense, four missense, and two frameshift) have been reported in patients with multiple congenital anomalies, ID, and DD. Although Case 2 showed similar clinical features to the reported female patients with STAG2 abnormalities, Case 1 showed an extremely severe phenotype, which could be explained by the first detected truncating variant in males.","1435-232x Aoi, Hiromi Lei, Ming Mizuguchi, Takeshi Nishioka, Nobuko Goto, Tomohide Miyama, Sahoko Suzuki, Toshifumi Orcid: 0000-0003-0515-0481 Iwama, Kazuhiro Orcid: 0000-0002-2584-9524 Uchiyama, Yuri Mitsuhashi, Satomi Itakura, Atsuo Takeda, Satoru Matsumoto, Naomichi Case Reports Journal Article Retracted Publication England 2019/02/16 J Hum Genet. 2019 May;64(5):487-492. doi: 10.1038/s10038-019-0571-y. Epub 2019 Feb 14.","10.1038/s10038-019-0571-y","Abnormalities, Multiple/*genetics/pathology;Antigens, Nuclear/*genetics;Cell Cycle Proteins;Child;*Codon, Nonsense;Female;Humans;Male;*Mutation, Missense;Sex Factors;Phenotype",NA,NA
"366","rayyan-902925038","Growth rate of human preimplantation embryos is sex dependent after ICSI but not after IVF",2005,NA,NA,"Human Reproduction","0268-1161",20,2,"484-491","Dumoulin, J. C. M. and Derhaag, J. G. and Bras, M. and Van Montfoort, A. P. A. and Kester, A. D. M. and Evers, J. L. H. and Geraedts, J. P. M. and Coonen, E.","https://www.embase.com/search/results?subaction=viewrecord&id=L40277621&from=exporthttp://dx.doi.org/10.1093/humrep/deh614",NA,NA,NA,"Background: There is concern that IVF and/or ICSI might have an adverse effect on embryonic development via epigenetic alterations. Such alterations might also be involved in the sex-related growth differences in preimplantation embryos found in some animal species. In the present study we analysed cell numbers of human male and female surplus embryos that developed to the blastocyst stage after either IVF or ICSI in order to investigate possible sex-dependent differential growth rates. Methods: Blastocysts resulting from surplus embryos obtained after either IVF or ICSI during a 5 year study period were analysed using fluorescence in situ hybridization (FISH). Results: The number of cells and sex could be determined in 330 blastocysts collected from 92 IVF cycles and in 322 blastocysts collected from 121 ICSI cycles. Whereas female and male embryos originating from IVF showed comparable mean log cell numbers per embryo ± SEM (3.76 ± 0.05 in 147 female and 3.72 ± 0.04 in 183 male embryos), significant differences were observed in embryos originating from ICSI (3.57 ± 0.05 in 162 female and 3.90 ± 0.03 in 160 male embryos). The sex-related growth difference was significantly greater in ICSI than in IVF embryos. In a subset of 84 embryos, inner cell mass (ICM) and trophectoderm (TE) were analysed separately. A significantly higher mean log cell number of TE cells in ICSI male embryos was found as compared to their female counterparts (3.44 ± 0.12 in 16 female and 3.90 ± 0.11 in 29 male embryos), whereas this difference was not found in IVF embryos. Conclusion: A clear sex-related growth difference was found in human blastocysts originating from ICSI, but not in blastocysts originating from IVF. It is as yet unknown which mechanism is responsible for our findings. We hypothesize that the ICSI procedure might interfere with the process of imprinted X-inactivation. © European Society of Human Reproduction and Embryology 2004; all rights reserved.","L40277621 2005-03-09","10.1093/humrep/deh614","article;blastocyst;cell count;controlled study;developmental stage;embryo;embryo cell;embryo culture;embryo development;embryo growth;female;in vitro fertilization;fluorescence in situ hybridization;genome imprinting;growth rate;human;inner cell mass;intracytoplasmic sperm injection;male;nidation;sex determination;sex difference;subfertility;X chromosome inactivation;Humanities;Humanism;Humans;Sperm Injections, Intracytoplasmic",NA,NA
"367","rayyan-902925039","Muscular dystrophy in girls with X;autosome translocations",1986,NA,NA,"Journal of Medical Genetics","0022-2593",23,6,"484-490","Boyd, Y. and Buckle, V. and Holt, S. and Munro, E. and Hunter, D. and Craig, I.","https://www.embase.com/search/results?subaction=viewrecord&id=L17215501&from=exporthttp://dx.doi.org/10.1136/jmg.23.6.484",NA,NA,NA,"Twenty known cases of X;autosome translocations with breakpoints at Xp21 associated with Duchenne or Becker muscular dystrophy in girls are reviewed. The variable severity described for different persons may reflect differences in X inactivation or in the nature of the genomic target disrupted. High resolution cytogenetic studies on 12 cases indicate breakpoints on the X chromosome at Xp21.1 or Xp21.2. Translocation chromosomes from several of these cases have been isolated in human/mouse somatic cell hybrids. Molecular heterogeneity in the breakpoint positions has been established by probing DNA from these hybrids with a range of cloned sequences known to be located within, or closely linked to, the Duchenne region. The minimum separation between the most distal and the most proximal breakpoints is 176 kb suggesting that, if a single gene is involved, it must be large. Alternatively, the translocations may affect different genes, or confer alterations to regulatory sequences which operate at a distance.","L17215501 1987-02-25","10.1136/jmg.23.6.484","Becker muscular dystrophy;chromosome inactivation;chromosome translocation X;chromosome Xp;congenital disorder;cytology;Duchenne muscular dystrophy;etiology;genetic engineering;heredity;human;muscle;muscular dystrophy;restriction fragment length polymorphism;sex difference;short survey;Muscular Dystrophies",NA,NA
"368","rayyan-902925040","X chromosome regulation of autosomal gene expression in bovine blastocysts",2014,NA,NA,"Chromosoma","1432-0886 0009-5915",123,5,"481-489","Itoh, Y. and Arnold, A. P.","https://www.embase.com/search/results?subaction=viewrecord&id=L53157794&from=exporthttp://dx.doi.org/10.1007/s00412-014-0461-1",NA,NA,NA,"Although X chromosome inactivation in female mammals evolved to balance the expression of X chromosome and autosomal genes in the two sexes, female embryos pass through developmental stages in which both X chromosomes are active in somatic cells. Bovine blastocysts show higher expression of many X genes in XX than XY embryos, suggesting that X inactivation is not complete. Here, we reanalyzed bovine blastocyst microarray expression data from a network perspective with a focus on interactions between X chromosome and autosomal genes. Whereas male-to-female ratios of expression of autosomal genes were distributed around a mean of 1, X chromosome genes were clearly shifted towards higher expression in females. We generated gene coexpression networks and identified a major module of genes with correlated gene expression that includes female-biased X genes and sexually dimorphic autosomal genes for which the sexual dimorphism is likely driven by the X genes. In this module, expression of X chromosome genes correlates with autosome genes, more than the expression of autosomal genes with each other. Our study identifies correlated patterns of autosomal and X-linked genes that are likely influenced by the sexual imbalance of X gene expression when X inactivation is inefficient.","L53157794 2014-06-09","10.1007/s00412-014-0461-1","autosome;blastocyst;developmental stage;embryo;female;gene;gene expression;male;mammal;sex difference;somatic cell;X chromosome;X chromosome inactivation;X Chromosome;Gene Expression",NA,NA
"369","rayyan-902925041","The Pregnancy Pickle: Evolved Immune Compensation Due to Pregnancy Underlies Sex Differences in Human Diseases",2019,7,NA,"Trends Genet","0168-9525 (Print) 0168-9525",35,7,"478-488","Natri, H. and Garcia, A. R. and Buetow, K. H. and Trumble, B. C. and Wilson, M. A.","",NA,NA,NA,"We hypothesize that, ancestrally, sex-specific immune modulation evolved to facilitate survival of the pregnant person in the presence of an invasive placenta and an immunologically challenging pregnancy - an idea we term the 'pregnancy compensation hypothesis' (PCH). Further, we propose that sex differences in immune function are mediated, at least in part, by the evolution of gene content and dosage on the sex chromosomes, and are regulated by reproductive hormones. Finally, we propose that changes in reproductive ecology in industrialized environments exacerbate these evolved sex differences, resulting in the increasing risk of autoimmune disease observed in females, and a counteracting reduction in diseases such as cancer that can be combated by heightened immune surveillance. The PCH generates a series of expectations that can be tested empirically and that may help to identify the mechanisms underlying sex differences in modern human diseases.","Natri, Heini Garcia, Angela R Buetow, Kenneth H Trumble, Benjamin C Wilson, Melissa A R35 GM124827/GM/NIGMS NIH HHS/United States RF1 AG054442/AG/NIA NIH HHS/United States Journal Article Research Support, N.I.H., Extramural Research Support, Non-U.S. Gov't Review England 2019/06/16 Trends Genet. 2019 Jul;35(7):478-488. doi: 10.1016/j.tig.2019.04.008.","10.1016/j.tig.2019.04.008","Animals;Autoimmune Diseases/epidemiology/*etiology;Evolution, Molecular;Female;Genetic Predisposition to Disease;Hormones/*physiology;Humans;Male;Mammals;Neoplasms/epidemiology;Pregnancy/*immunology;Sex Characteristics;*Sex Chromosomes;*Sex Factors;Urban Population;X inactivation;autoimmunity;cancer;dosage compensation;placentation;pregnancy compensation hypothesis;sex differences;Humanities;Humanism;Pregnancy",NA,NA
"370","rayyan-902925042","Sex disparity in cancer: roles of microRNAs and related functional players",2018,3,NA,"Cell Death and Differentiation","1350-9047 1476-5403 J9 - CELL DEATH DIFFER",25,3,"477-485","Care, A. and Bellenghi, M. and Matarrese, P. and Gabriele, L. and Salvioli, S. and Malorni, W.","",NA,NA,NA,"A sexual dimorphism at the cellular level has been suggested to play a role in cancer onset and progression. In particular, very recent studies have unraveled striking differences between cells carrying XX or XY chromosomes in terms of response to stressful stimuli, indicating the presence of genetic and epigenetic differences determining sex-specific metabolic or phenotypic traits. Although this field of investigation is still in its infancy, available data suggest a key role of sexual chromosomes in determining cell life or death. In particular, cells carrying XX chromosomes exhibit a higher adaptive potential and survival behavior in response to microenvironmental variations with respect to XY cells. Cells from females also appear to be equipped with more efficient epigenetic machinery than the male counterpart. In particular, the X chromosome contains an unexpected high number of microRNAs (miRs), at present 118, in comparison with only two miRs localized on chromosome Y, and an average of 40-50 on the autosomes. The regulatory power of these small non-coding RNAs is well recognized, as 30-50% of all protein-coding genes are targeted by miRs and their role in cell fate has been well demonstrated. In addition, several further insights, including DNA methylation patterns that are different in males and females, claim for a significant gender disparity in cancer and in the immune system activity against tumors. In this brief paper, we analyze the state of the art of our knowledge on the implication of miRs encoded on sex chromosomes, and their related functional paths, in the regulation of cell homeostasis and depict possible perspectives for the epigenetic research in the field.","Times Cited in Web of Science Core Collection: 54 Total Times Cited: 54 Cited Reference Count: 88","10.1038/s41418-017-0051-x","x-chromosome inactivation;cell-death;tumor progression;DNA methylation;immune-response;gene-expression",NA,NA
"371","rayyan-902925043","Sexual Dimorphism in Mammalian Autosomal Gene Regulation Is Determined Not Only by Sry but by Sex Chromosome Complement As Well",2010,9,14,"Developmental Cell","1534-5807 1878-1551 J9 - DEV CELL",19,3,"477-484","Wijchers, P. J. and Yandim, C. and Panousopoulou, E. and Ahmad, M. and Harker, N. and Saveliev, A. and Burgoyne, P. S. and Festenstein, R.","",NA,NA,NA,"Differences between males and females are normally attributed to developmental and hormonal differences between the sexes. Here, we demonstrate differences between males and females in gene silencing using a heterochromatin-sensitive reporter gene. Using ""sex-reversal"" mouse models with varying sex chromosome complements, we found that this differential gene silencing was determined by X chromosome complement, rather than sex. Genome-wide transcription profiling showed that the expression of hundreds of autosomal genes was also sensitive to sex chromosome complement. These genome-wide analyses also uncovered a role for Sry in modulating autosomal gene expression in a sex chromosome complement-specific manner. The identification of this additional layer in the establishment of sexual dimorphisms has implications for understanding sexual dimorphisms in physiology and disease.","Times Cited in Web of Science Core Collection: 91 Total Times Cited: 90 Cited Reference Count: 37","10.1016/j.devcel.2010.08.005","position-effect variegation;drosophila-melanogaster;x-inactivation;expression;histone;heterochromatin;mice;proteins;brain;hp1;Sex Chromosomes;Genes, Regulator",NA,NA
"372","rayyan-902925044","Recent Advances in Pathology: the 2020 Annual Review Issue of The Journal of Pathology",2020,4,NA,"Journal of Pathology","0022-3417 1096-9896 J9 - J PATHOL",250,5,"475-479","Herrington, C. S. and Poulsom, R. and Coates, P. J.","",NA,NA,NA,"This year's Annual Review Issue of The Journal of Pathology contains 18 invited reviews on current research areas in pathology. The subject areas reflect the broad range of topics covered by the journal and this year encompass the development and application of software in digital histopathology, implementation of biomarkers in pathology practice; genetics and epigenetics, and stromal influences in disease. The reviews are authored by experts in their field and provide comprehensive updates in the chosen areas, in which there has been considerable recent progress in our understanding of disease. (c) 2020 Pathological Society of Great Britain and Ireland. Published by John Wiley & Sons, Ltd.","Times Cited in Web of Science Core Collection: 4 Total Times Cited: 5 Cited Reference Count: 18","10.1002/path.5425","Breast cancer;clear cell renal cell carcinoma;colorectal cancer;endometrial cancer;Mendelian randomisation;cancer predisposition;Lynch syndrome;DNA mismatch repair;apoptosis;gene variant interpretation;immunoediting;immunotherapy",NA,NA
"373","rayyan-902925045","(Putative) Sex Differences in Neuroimmune Modulation of Memory",2017,1,NA,"Journal of Neuroscience Research","0360-4012 1097-4547 J9 - J NEUROSCI RES",95,1,"472-486","Tronson, N. C. and Collette, K. M.","",NA,NA,NA,"The neuroimmune system is significantly sexually dimorphic, with sex differences evident in the number and activation states of microglia, in the activation of astrocytes, and in cytokine release and function. Neuroimmune cells and signaling are now recognized as critical for many neural functions throughout the life span, including synaptic plasticity and memory function. Here we address the question of how cytokines, astrocytes, and microglia contribute to memory, and specifically how neuroimmune modulation of memory differentially affects males and females. Understanding sex differences in both normal memory processes and dysregulation of memory in psychiatric and neurological disorders is critical for developing treatment and preventive strategies for memory disorders that are effective for both men and women. (C) 2016 Wiley Periodicals, Inc.","Times Cited in Web of Science Core Collection: 17 Total Times Cited: 18 Cited Reference Count: 210","10.1002/jnr.23921","learning and memory;cytokines;females;microglial activation;neurogenesis;astrocytes;synaptic plasticity;LONG-TERM POTENTIATION;POSTOPERATIVE COGNITIVE DYSFUNCTION;ADULT HIPPOCAMPAL NEUROGENESIS;X-CHROMOSOME INACTIVATION;MESSENGER-RNA EXPRESSION;DEPRESSIVE-LIKE BEHAVIOR;CENTRAL-NERVOUS-SYSTEM;GROWTH-FACTOR;INFLAMMATORY RESPONSES;Sex Characteristics;Memory",NA,NA
"374","rayyan-902925046","A further note on the sex ratio of monoamniotic twins",1991,9,NA,"Ann Hum Biol","0301-4460 (Print) 0301-4460",18,5,"471-474","James, W. H.","",NA,NA,NA,"Data are offered on the sex ratio of 81 'new' pairs of monoamniotic (MA) twins. When pooled with data on previously collected MA pairs, the total sample has a sex ratio that is highly significantly lower than that estimated for all monozygotic (MZ) twin pairs. This adds support to the notion that the later an MZ pair is formed, the more likely it is to be female. This in turn supports the hypothesis that anomalous X-inactivation is involved in the formation of some female MZ twin pairs.","James, W H Journal Article England 1991/09/01 Ann Hum Biol. 1991 Sep-Oct;18(5):471-4. doi: 10.1080/03014469100001772.","10.1080/03014469100001772","Amnion;Dosage Compensation, Genetic;Female;Humans;Male;Models, Genetic;Pregnancy;*Sex Ratio;Twins, Monozygotic/*genetics;Sex Ratio;Twins",NA,NA
"375","rayyan-902925047","Dosage of the Sts gene in the mouse",1986,NA,NA,"American Journal of Human Genetics","0002-9297",39,4,"470-476","Keitges, E. and Gartler, S. M.","https://www.embase.com/search/results?subaction=viewrecord&id=L17191533&from=export",NA,NA,NA,"In this study we compared sulfatase levels in XO, XX, and XY mice and carried out a clonal analysis in fibroblast cell cultures from mice heterozygous for the steroid sulfatase deficiency gene and heterozygous at the X-linked electrophoretic phosphoglycerate kinase locus. The combined results indicate that the murine steroid sulfatase locus is not dosage compensated and is not subject to X-inactivation. With respect to X-inactivation, it behaves in a somewhat different way from the closely linked sex-reversed gene and the human steroid sulfatase locus.","L17191533 1987-02-04","","phosphoglycerate kinase;steryl sulfatase;animal experiment;congenital disorder;cytology;etiology;gene dosage effect;heredity;in vitro study;monosomy X;mouse;nonhuman;priority journal;sex difference;X chromosome inactivation;Mice",NA,NA
"376","rayyan-902925048","Loss-of-function mutations in FGFR1 cause autosomal dominant Kallmann syndrome",2003,NA,NA,"Nature Genetics","1061-4036",33,4,"463-465","Dodé, C. and Levilliers, J. and Dupont, J. M. and De Paepe, A. and Le Dû, N. and Soussi-Yanicostas, N. and Coimbra, R. S. and Delmaghani, S. and Compain-Nouaille, S. and Baverel, F. and Pêcheux, C. and Le Tessier, D. and Cruaud, C. and Delpech, M. and Speleman, F. and Vermeulen, S. and Amalfitano, A. and Bachelot, Y. and Bouchard, P. and Cabrol, S. and Carel, J. C. and Van de Waal, H. D. and Goulet-Salmon, B. and Kottler, M. L. and Richard, O. and Sanchez-Franco, F. and Saura, R. and Young, J. and Petit, C. and Hardelin, J. P.","https://www.embase.com/search/results?subaction=viewrecord&id=L36390006&from=exporthttp://dx.doi.org/10.1038/ng1122",NA,NA,NA,"We took advantage of overlapping interstitial deletions at chromosome 8p11-p12 in two individuals with contiguous gene syndromes and defined an interval of roughly 540 kb associated with a dominant form of Kallmann syndrome, KAL2. We establish here that loss-of-function mutations in FGFR1 underlie KAL2 whereas a gain-of-function mutation in FGFR1 has been shown to cause a form of craniosynostosis. Moreover, we suggest that the KAL1 gene product, the extracellular matrix protein anosmin-1, is involved in FGF signaling and propose that the gender difference in anosmin-1 dosage (because KAL1 partially escapes X inactivation) explains the higher prevalence of the disease in males.","L36390006 2003-04-30","10.1038/ng1122","anosmin 1;fibroblast growth factor;fibroblast growth factor receptor 1;gene product;scleroprotein;unclassified drug;article;autosomal dominant disorder;chromosome 8p;craniofacial synostosis;disease association;fgfr1 gene;gene;gene mutation;human;Kallmann syndrome;priority journal;sex difference;signal transduction;X chromosome inactivation;Mutation",NA,NA
"377","rayyan-902925049","Female Bias in Systemic Lupus Erythematosus is Associated with the Differential Expression of X-Linked Toll-Like Receptor 8",2015,NA,NA,"Front Immunol","1664-3224 (Print) 1664-3224",6,NA,"457","McDonald, G. and Cabal, N. and Vannier, A. and Umiker, B. and Yin, R. H. and Orjalo, A. V., Jr. and Johansson, H. E. and Han, J. H. and Imanishi-Kari, T.","",NA,NA,NA,"Systemic lupus erythematosus (SLE) is a chronic autoimmune disease characterized by the production of anti-nuclear antibodies. SLE is one of many autoimmune disorders that have a strong gender bias, with 70-90% of SLE patients being female. Several explanations have been postulated to account for the severity of autoimmune diseases in females, including hormonal, microbiota, and gene dosage differences. X-linked toll-like receptors (TLRs) have recently been implicated in disease progression in females. Our previous studies using the 564Igi mouse model of SLE on a Tlr7 and Tlr9 double knockout background showed that the presence of Tlr8 on both X chromosomes was required for the production of IgG autoantibodies, Ifn-I expression and granulopoiesis in females. Here, we show the results of our investigation into the role of Tlr8 expression in SLE pathogenesis in 564Igi females. Female mice have an increase in serum pathogenic anti-RNA IgG2a and IgG2b autoantibodies. 564Igi mice have also been shown to have an increase in neutrophils in vivo, which are major contributors to Ifn-α expression. Here, we show that neutrophils from C57BL/6 mice express Ifn-α in response to 564 immune complexes and TLR8 activation. Bone marrow-derived macrophages from 564Igi females have a significant increase in Tlr8 expression compared to male-derived cells, and RNA fluorescence in situ hybridization data suggest that Tlr8 may escape X-inactivation in female-derived macrophages. These results propose a model by which females may be more susceptible to SLE pathogenesis due to inefficient inactivation of Tlr8.","1664-3224 McDonald, Gabrielle Cabal, Nicholas Vannier, Augustin Umiker, Benjamin Yin, Raymund H Orjalo, Arturo V Jr Johansson, Hans E Han, Jin-Hwan Imanishi-Kari, Thereza R01 AI045104/AI/NIAID NIH HHS/United States R01 AI076409/AI/NIAID NIH HHS/United States Journal Article Switzerland 2015/10/07 Front Immunol. 2015 Sep 8;6:457. doi: 10.3389/fimmu.2015.00457. eCollection 2015.","10.3389/fimmu.2015.00457","Ifn-i;Sle;Tlr8;X-inactivation;neutrophils;Toll-Like Receptors;Bias (Epidemiology);Lupus Erythematosus, Systemic",NA,NA
"378","rayyan-902925050","A cross-species comparison of X-chromosome inactivation in Eutheria",2007,NA,NA,"Genomics","0888-7543 1089-8646",90,4,"453-463","Yen, Z. C. and Meyer, I. M. and Karalic, S. and Brown, C. J.","https://www.embase.com/search/results?subaction=viewrecord&id=L47404802&from=exporthttp://dx.doi.org/10.1016/j.ygeno.2007.07.002",NA,NA,NA,"Mammalian X-chromosome inactivation achieves dosage compensation between the sexes by the silencing of one X chromosome in females. In Eutheria, X inactivation is initiated by the large noncoding RNA Xist; however, it is unknown how this RNA results in silencing of the chromosome or why, at least in humans, many genes escape silencing in somatic cells. We have sequenced the coast mole Xist gene and compared the Xist RNA sequence among seven eutherians to provide insight into the structure of the RNA and origins of the gene. Using DNA methylation of promoter sequences to assess whether genes are silenced in females we report the inactivation status of seven X-linked genes in humans and mice as well as two additional eutherians, the mole and the cow, providing evidence that escape from inactivation is common among Eutheria. © 2007 Elsevier Inc. All rights reserved.","L47404802 2007-10-01","10.1016/j.ygeno.2007.07.002","RNA;article;controlled study;cow;DNA methylation;dog;female;gene;gene sequence;gene silencing;gene structure;human;male;mole (Insectivora);mouse;nonhuman;nucleotide sequence;priority journal;promoter region;rat;RNA sequence;RNA structure;sex difference;species difference;tandem repeat;X chromosome;X chromosome inactivation;xist gene;X Chromosome",NA,NA
"379","rayyan-902925051","G 6PD deficiency in newborns in Algiers",1974,NA,NA,"Nouvelle Revue Francaise d'Hematologie","0029-4810",14,4,"453-459","Richard, F. and Belhani, M. and Colonna, P.","https://www.embase.com/search/results?subaction=viewrecord&id=L5161916&from=export",NA,NA,NA,"2,802 Algerian newborns were studied for G-6PD deficiency. An incidence of approximately 2% has been established, which is lower than in other Mediteranean populations; the G-6PD deficiency does not seem to be an important factor in severe neonatal jaudice. Calculations showed that the X-chromosome inactivation could occur at a stage near the 4-cell stage.","L5161916 1975-01-01","","glucose 6 phosphate dehydrogenase;congenital malformation;diagnosis;epidemiology;erythrocyte;etiology;jaundice;lyon hypothesis;major clinical study;newborn;newborn hemolytic disease;newborn jaundice;sex;sex difference;X chromosome inactivation;Infant, Newborn",NA,NA
"380","rayyan-902925052","Disorders of pyruvate carboxylase and the pyruvate dehydrogenase complex",1996,NA,NA,"Journal of Inherited Metabolic Disease","0141-8955",19,4,"452-462","Robinson, B. H. and MacKay, N. and Chun, K. and Ling, M.","https://www.embase.com/search/results?subaction=viewrecord&id=L26302521&from=exporthttp://dx.doi.org/10.1007/BF01799106",NA,NA,NA,"The most common defect associated with deficiency of the pyruvate dehydrogenase (PDH) complex occurs in the E(I) component, specifically due to mutations in the X-linked E(I)α gene. Clinical sequelae of these mutations, which range from severe neonatal lactic acidosis to carbohydrate-sensitive ataxia, can be different in males and females depending on the nature of the mutation and, in the case of females, on the X-inactivation pattern in different tissues. Males have a high representation of missense mutations among the patient cohort, while females are much more likely to have DNA rearrangements, particularly toward the 3' end of the coding sequence of the gene. Missplicing mutations involving exon 6 deletion have been reported, as has a missense mutation conferring true thiamin-responsiveness of the enzyme and the patient's clinical symptoms. Pyruvate carboxylase deficiency, on the other hand, is a true autosomal recessive disease, though it has high occurrences in particular ethnic groups, especially in Algonkian-speaking Amerindians and in Arabs. In the former group the defect is a simple type in which material cross-reactive to pyruvate carboxylase antibody is present in cultured cells (CRM(+ve)). In the latter group, cross-reacting material is rarely present (CRM(-ve)). The CRM(+ve) patients can survive into teenage years with careful supervision, while the CRM(-ve) patients have complications due to hyperammonaemia and dysfunction of the urea cycle and rarely survive beyond 3 months of life.","L26302521 1996-09-30","10.1007/bf01799106","carbohydrate;pyruvate carboxylase;pyruvate dehydrogenase complex;thiamine;ataxia;autosomal recessive inheritance;cell culture;conference paper;cross reaction;ethnic group;exon;gene deletion;gene mutation;gene rearrangement;human;hyperammonemia;inborn error of metabolism;lactic acidosis;missense mutation;pyruvate carboxylase deficiency;sex difference;survival;symptom;urea cycle;Pyruvic Acid;Pyruvate Dehydrogenase Complex;Pyruvates",NA,NA
